"","TeamName","PositionText","PlayedPositionsRaw","Height","Weight","FirstName","LastName","DateOfBirth","Ranking","PositionShort","PositionLong","Name","Age","GameStarted","SubOn","SubOff","Yellow","SecondYellow","Red","Goals","Assists","TotalPasses","AccuratePasses","AerialWon","AerialLost","TotalTackles","Interceptions","Fouls","OffsidesWon","TotalClearances","WasDribbled","TotalShots","ShotsOnTarget","ShotsBlocked","OwnGoals","KeyPasses","Dribbles","WasFouled","Offsides","Dispossesed","Turnovers","TotalCrosses","AccurateCrosses","TotalLongBalls","AccurateLongBalls","TotalThroughBalls","AccurateThroughBalls"
"46","Argentina","Mediocampo","-AMC-AML-AMR-",188,73,"Ricardo","Álvarez",1988-04-11 19:00:00,23,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Ricardo Álvarez",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"671","Switzerland","Delantero","-AMC-FW-",182,76,"Admir","Mehmedi",1991-03-15 19:00:00,4,"AM(C),FW","Attacking Midfielder (Center) / Forward","Admir Mehmedi",23,1,0,0,0,0,0,0,0,42,31,0,3,5,3,0,0,0,1,2,1,0,0,0,2,3,0,3,2,0,0,1,1,0,0
"617","Russia","Defensa","-DL-",178,69,"Georgy","Schennikov",1991-04-26 19:00:00,19,"D(L)","Defender (Left)","Georgy Schennikov",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"476","Ivory Coast","Mediocampo","-DMC-",179,74,"Sereso","Gonzaroua Die",1984-11-06 19:00:00,16,"DM(C)","Defensive Midfielder (Center)","Serey Die",29,1,0,1,0,0,0,0,0,43,40,0,0,1,2,3,0,0,3,1,0,0,0,1,1,0,0,1,2,1,0,6,3,0,0
"251","Croatia","Mediocampo","-MC-",186,76,"Milan","Badelj",1989-02-24 19:00:00,21,"M(C)","Midfielder (Center)","Milan Badelj",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","Bosnia-Herzegovina","Defensa",NA,192,78,"Toni","Sunjic",1988-12-14 19:00:00,2,"D","Defender","Toni Sunjic",25,1,0,0,0,0,0,0,0,37,32,0,2,8,2,1,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
"19","Algeria","Mediocampo","-DMC-DR-",181,78,"Mehdi","Mostefa",1983-08-29 19:00:00,19,"D(R),DM(C)","Defender (Right) / Defensive Midfielder (Center)","Mehdi Mostefa",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","England","Mediocampo","-MC-ML-MR-",172,68,"Jack","Wilshere",1991-12-31 19:00:00,13,"M(CLR)","Midfielder (Center, Left, Right)","Jack Wilshere",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"466","Ivory Coast","Delantero","-FW-",182,84,"Wilfried","Bony",1988-12-09 19:00:00,6,"FW","Forward","Wilfried Bony",25,1,0,1,0,0,0,0,0,9,7,0,4,1,0,2,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0
"491","Japan","Mediocampo","-AMC-AML-",172,64,"Shinji","Kagawa",1989-03-16 19:00:00,8,"AM(CL)","Attacking Midfielder (Center, Left)","Shinji Kagawa",25,0,1,0,0,0,0,0,0,26,25,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,3,1,1
"396","Honduras","Mediocampo",NA,176,69,"Jorge","Claros",1986-01-07 19:00:00,5,"M","Midfielder","Jorge Claros",28,1,0,0,0,0,0,0,0,57,48,2,2,1,4,1,0,4,1,1,0,1,0,1,0,2,0,1,2,0,0,10,8,0,0
"481","Ivory Coast","Defensa",NA,186,77,"Ousmane","Diarrassouba",1986-12-20 19:00:00,21,"D","Defender","Ousmane Viera",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"636","South Korea","Arquero",NA,190,85,"Sung-Ryong","Jung",1985-01-03 19:00:00,15,"GK","Goalkeeper","Jung Sung-Ryong",29,1,0,0,0,0,0,0,0,11,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0
"639","South Korea","Defensa",NA,178,75,"Chang-Soo","Kim",1985-09-11 19:00:00,18,"D","Defender","Kim Chang-Soo",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"629","South Korea","Mediocampo","-AMC-AML-AMR-",180,75,"Chung-Yong","Lee",1988-07-01 19:00:00,8,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Lee Chung-Yong",25,1,0,1,0,0,0,0,0,23,15,1,2,3,2,1,0,0,2,0,0,0,0,1,3,2,0,3,1,5,1,1,0,0,0
"623","South Korea","Mediocampo","-DMC-",187,79,"Sung-Yueng","Ki",1989-01-23 19:00:00,2,"DM(C)","Defensive Midfielder (Center)","Ki Sung-Yueng",25,1,0,0,0,0,0,0,1,52,51,0,0,0,2,1,0,2,1,1,1,1,0,1,1,1,0,2,0,7,0,11,11,1,1
"626","South Korea","Delantero",NA,176,70,"Keun-Ho","Lee",1985-04-10 18:00:00,5,"FW","Forward","Lee Keun-Ho",29,0,1,0,0,0,0,0,1,5,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"556","Nigeria","Defensa","-DC-DR-",190,70,"Efetobore","Ambrose Emuobo",1988-10-17 19:00:00,4,"D(CR)","Defender (Center, Right)","Efe Ambrose",25,1,0,0,0,0,0,0,0,32,27,1,2,1,3,1,1,5,4,0,0,0,0,2,1,0,0,1,0,2,0,2,2,0,0
"502","Japan","Delantero",NA,169,64,"Manabu","Saito",1990-04-03 19:00:00,19,"FW","Forward","Manabu Saito",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410","Honduras","Mediocampo",NA,176,70,"Edder","Delgado",1986-11-19 19:00:00,19,"M","Midfielder","Edder Delgado",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","Brazil","Mediocampo","-DC-DL-DMC-",187,80,"Luiz Gustavo","Dias",1987-07-22 19:00:00,3,"D(CL),DM(C)","Defender (Center, Left) / Defensive Midfielder (Center)","Luiz Gustavo",26,1,0,0,0,0,0,0,0,36,33,5,1,3,4,1,0,2,1,1,0,0,0,0,1,4,0,0,2,0,0,5,5,0,0
"149","Cameroon","Defensa","-DC-DMC-",180,77,"Nicolas","N'Koulou",1990-03-26 18:00:00,11,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","Nicolas N'Koulou",24,1,0,0,0,0,0,0,0,32,29,0,2,1,0,0,2,7,1,0,0,1,0,1,0,0,0,0,1,0,0,4,2,0,0
"588","Portugal","Delantero","-FW-",188,81,"Éderzito Antonio","Macedo Lopes",1987-12-21 19:00:00,13,"FW","Forward","Eder",26,0,1,0,0,0,0,0,0,15,15,1,1,1,1,2,0,1,1,4,1,0,0,1,0,1,1,3,1,0,0,1,1,0,0
"654","Spain","Delantero","-AML-AMR-",169,64,"Pedro","Rodríguez Ledesma",1987-07-27 19:00:00,10,"AM(LR)","Attacking Midfielder (Left, Right)","Pedro",26,1,0,1,0,0,0,0,0,28,23,0,0,1,1,1,0,0,1,0,0,0,0,0,2,4,0,1,4,0,0,0,0,1,0
"388","Greece","Arquero",NA,187,73,"Panagiotis","Glykos",1986-10-09 19:00:00,20,"GK","Goalkeeper","Panagiotis Glykos",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"660","Spain","Defensa","-DL-ML-",170,69,"Jordi","Alba",1989-03-20 19:00:00,16,"D(L),M(L)","Defender (Left) / Midfielder (Left)","Jordi Alba",25,1,0,0,0,0,0,0,0,64,48,0,2,2,2,1,0,2,0,2,0,0,0,0,0,1,0,0,0,3,0,2,2,1,0
"359","Ghana","Mediocampo","-AML-AMR-",171,66,"Mubarak","Wakaso",1990-07-24 19:00:00,14,"AM(LR)","Attacking Midfielder (Left, Right)","Mubarak Wakaso",23,0,1,0,0,0,0,0,0,9,6,0,1,0,0,2,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0
"475","Ivory Coast","Delantero",NA,185,77,"Mathis","Bolly",1990-11-13 19:00:00,15,"FW","Forward","Mathis Bolly",23,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"659","Spain","Mediocampo","-DC-DMC-",189,73,"Sergio","Busquets",1988-07-15 19:00:00,15,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","Sergio Busquets",25,1,0,0,0,0,0,0,0,57,56,0,1,1,2,0,0,0,2,1,0,0,0,1,0,0,0,2,1,0,0,4,4,0,0
"31","Argentina","Defensa","-DC-",190,83,"Federico","Fernández",1989-02-20 19:00:00,8,"D(C)","Defender (Center)","Federico Fernández",25,1,0,0,0,0,0,0,0,43,39,3,1,0,0,1,0,5,0,1,0,0,0,0,0,2,0,0,1,0,0,3,2,0,0
"186","Colombia","Mediocampo","-DR-FW-MC-ML-MR-",176,66,"Juan Guillermo","Cuadrado",1988-05-25 19:00:00,2,"D(R),M(CLR),FW","Defender (Right) / Midfielder (Center, Left, Right) / Forward","Juan Guillermo Cuadrado",26,1,0,0,0,0,0,0,1,26,22,2,1,2,0,1,0,2,1,2,2,0,0,4,3,5,0,1,1,5,2,2,2,0,0
"513","Mexico","Defensa",NA,178,65,"Paul","Aguilar",1986-03-05 19:00:00,7,"D","Defender","Paul Aguilar",28,1,0,0,1,0,0,0,0,35,25,0,0,1,1,3,0,5,2,0,0,0,0,1,1,3,0,0,0,1,0,4,1,0,0
"111","Bosnia-Herzegovina","Arquero",NA,189,89,"Asmir","Avdukic",1981-05-12 19:00:00,19,"GK","Goalkeeper","Asmir Avdukic",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","Brazil","Delantero","-AMC-AML-AMR-",174,64,"Neymar da Silva","Santos Júnior",1992-02-04 19:00:00,2,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Neymar",22,1,0,0,0,0,0,0,0,30,26,1,0,0,0,1,0,0,1,3,2,0,0,4,3,5,0,1,3,7,3,4,4,1,0
"91","Belgium","Arquero","-GK-",193,87,"Simon","Mignolet",1988-03-05 19:00:00,22,"GK","Goalkeeper","Simon Mignolet",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","Belgium","Arquero","-GK-",187,73,"Sammy","Bossut",1985-08-10 19:00:00,21,"GK","Goalkeeper","Sammy Bossut",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","Bosnia-Herzegovina","Arquero",NA,198,95,"Jasmin","Fejzic",1986-05-14 19:00:00,21,"GK","Goalkeeper","Jasmin Fejzic",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","Australia","Mediocampo",NA,177,70,"Oliver","Bozanic",1989-01-07 19:00:00,13,"M","Midfielder","Oliver Bozanic",25,0,1,0,0,0,0,0,0,16,10,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,2,0,2,1,0,0
"201","Colombia","Arquero",NA,185,81,"Camilo","Vargas",1989-03-08 19:00:00,17,"GK","Goalkeeper","Camilo Vargas",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","Costa Rica","Arquero",NA,178,74,"Patrick","Pemberton",1982-04-23 18:00:00,21,"GK","Goalkeeper","Patrick Pemberton",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220","Costa Rica","Mediocampo",NA,178,73,"José","Cubero",1987-02-13 19:00:00,13,"M","Midfielder","José Cubero",27,0,1,0,1,0,0,0,0,6,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"257","Ecuador","Arquero",NA,193,80,"Alexander","Domínguez",1987-06-04 19:00:00,4,"GK","Goalkeeper","Alexander Domínguez",27,1,0,0,0,0,0,0,0,17,10,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,15,8,0,0
"712","Uruguay","Arquero",NA,187,82,"Martín","Silva",1983-03-24 19:00:00,22,"GK","Goalkeeper","Martín Silva",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353","Ghana","Defensa",NA,174,70,"Daniel","Opare",1990-10-17 19:00:00,8,"D","Defender","Daniel Opare",23,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354","Ghana","Arquero",NA,180,77,"Fatau","Dauda",1985-04-05 18:00:00,9,"GK","Goalkeeper","Fatau Dauda",29,1,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0
"668","Switzerland","Defensa","-DL-",180,77,"Ricardo","Rodriguez",1992-08-24 19:00:00,1,"D(L)","Defender (Left)","Ricardo Rodriguez",21,1,0,0,0,0,0,0,0,54,43,1,1,6,2,1,2,4,0,1,0,0,0,2,0,1,0,0,0,3,1,3,0,0,0
"504","Japan","Arquero",NA,187,83,"Shuichi","Gonda",1989-03-02 19:00:00,21,"GK","Goalkeeper","Shuichi Gonda",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","Colombia","Defensa",NA,183,80,"Carlos","Valdés",1985-05-21 19:00:00,20,"D","Defender","Carlos Valdés",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500","Japan","Defensa","-DR-",185,75,"Hiroki","Sakai",1990-04-11 19:00:00,17,"D(R)","Defender (Right)","Hiroki Sakai",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","Costa Rica","Defensa","-DC-",191,84,"Giancarlo","Gonzalez",1988-02-07 19:00:00,2,"D(C)","Defender (Center)","Giancarlo Gonzalez",26,1,0,0,0,0,0,0,0,17,12,4,1,4,6,1,2,5,1,1,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0
"223","Costa Rica","Arquero",NA,183,74,"Daniel","Cambronero",1986-01-07 19:00:00,16,"GK","Goalkeeper","Daniel Cambronero",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"688","Switzerland","Arquero",NA,187,83,"Roman","Bürki",1990-11-13 19:00:00,21,"GK","Goalkeeper","Roman Bürki",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","Australia","Delantero","-AMC-AML-",169,73,"Tommy","Oar",1991-12-09 19:00:00,9,"AM(CL)","Attacking Midfielder (Center, Left)","Tommy Oar",22,1,0,1,0,0,0,0,0,11,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,2,7,1,1,1,0,0
"216","Costa Rica","Arquero","-GK-",184,78,"Keylor","Navas",1986-12-14 19:00:00,9,"GK","Goalkeeper","Keylor Navas",27,1,0,0,0,0,0,0,0,24,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0,0
"147","Cameroon","Delantero","-AMR-FW-",180,74,"Benjamin","Moukandjo",1988-11-11 19:00:00,9,"AM(R),FW","Attacking Midfielder (Right) / Forward","Benjamin Moukandjo",25,1,0,0,0,0,0,0,0,22,19,1,0,0,0,1,0,1,0,2,0,0,0,1,4,3,0,1,7,3,0,2,2,0,0
"642","South Korea","Defensa","-DL-DMC-",176,69,"Joo-Ho","Park",1987-01-15 19:00:00,21,"D(L),DM(C)","Defender (Left) / Defensive Midfielder (Center)","Park Joo-Ho",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400","Honduras","Defensa","-DL-",178,73,"Emilio","Izaguirre",1986-05-09 19:00:00,9,"D(L)","Defender (Left)","Emilio Izaguirre",28,1,0,1,0,0,0,0,0,16,6,0,2,1,1,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,6,1,0,0
"405","Honduras","Mediocampo",NA,173,70,"Mario","Martínez",1989-07-29 19:00:00,14,"M","Midfielder","Mario Martínez",24,0,1,0,0,0,0,0,0,10,9,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0
"345","Germany","Arquero","-GK-",188,83,"Ron-Robert","Zieler",1989-02-11 19:00:00,23,"GK","Goalkeeper","Ron-Robert Zieler",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355","Ghana","Defensa","-DC-",185,72,"John","Boye",1987-04-22 19:00:00,10,"D(C)","Defender (Center)","John Boye",27,1,0,0,0,0,0,0,0,25,19,2,0,1,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0
"356","Ghana","Delantero","-AML-AMR-FW-",182,80,"Jordan","Ayew",1991-09-10 19:00:00,11,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Jordan Ayew",22,0,1,0,0,0,0,0,0,6,6,0,1,0,0,1,0,0,0,3,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0
"281","England","Mediocampo","-MC-ML-MR-",182,67,"Jordan","Henderson",1990-06-16 19:00:00,5,"M(CLR)","Midfielder (Center, Left, Right)","Jordan Henderson",24,1,0,1,0,0,0,0,0,60,54,1,0,2,1,0,0,3,0,1,1,0,0,1,1,0,0,1,0,1,0,9,7,0,0
"612","Russia","Delantero","-AMC-FW-",183,72,"Alexander","Kokorin",1991-03-18 19:00:00,14,"AM(C),FW","Attacking Midfielder (Center) / Forward","Alexander Kokorin",23,1,0,0,0,0,0,0,0,22,14,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,1,1,0,0
"316","France","Defensa","-DC-",187,74,"Eliaquim","Mangala",1991-02-12 19:00:00,17,"D(C)","Defender (Center)","Eliaquim Mangala",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"499","Japan","Defensa","-DL-DR-",176,74,"Gotoku","Sakai",1991-03-13 19:00:00,16,"D(LR)","Defender (Left, Right)","Gotoku Sakai",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"736","USA","Defensa","-DR-MR-",186,83,"Timothy","Chandler",1990-03-28 18:00:00,23,"D(R),M(R)","Defender (Right) / Midfielder (Right)","Timothy Chandler",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","Belgium","Defensa","-DC-DR-",186,81,"Toby","Alderweireld",1989-03-01 19:00:00,7,"D(CR)","Defender (Center, Right)","Toby Alderweireld",25,1,0,0,1,0,0,0,0,32,21,2,2,3,0,3,0,5,3,0,0,2,0,1,1,2,0,1,2,2,0,7,5,0,0
"533","Netherlands","Defensa","-DL-DMC-",180,72,"Daley","Blind",1990-03-08 19:00:00,4,"D(L),DM(C)","Defender (Left) / Defensive Midfielder (Center)","Daley Blind",24,1,0,0,0,0,0,0,1,44,42,0,0,4,1,2,0,2,1,0,0,0,0,2,1,2,0,0,1,2,0,3,2,0,0
"29","Argentina","Defensa","-DC-",187,80,"Marcos","Rojo",1990-03-19 19:00:00,6,"D(C)","Defender (Center)","Marcos Rojo",24,1,0,0,0,0,0,0,0,42,39,3,0,3,3,1,0,3,0,3,0,0,0,2,1,2,0,0,1,8,1,0,0,0,0
"456","Italy","Delantero","-FW-",178,71,"Ciro","Immobile",1990-02-19 19:00:00,19,"FW","Forward","Ciro Immobile",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375","Greece","Defensa","-DC-",186,67,"Kostas","Manolas",1991-06-13 19:00:00,7,"D(C)","Defender (Center)","Kostas Manolas",23,1,0,0,0,0,0,0,0,9,7,2,0,2,2,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,3,3,0,0
"232","Croatia","Mediocampo","-AML-AMR-",187,81,"Ivan","Perisic",1989-02-01 19:00:00,2,"AM(LR)","Attacking Midfielder (Left, Right)","Ivan Perisic",25,1,0,1,0,0,0,1,1,14,12,1,1,0,0,0,0,2,1,3,2,0,0,2,0,4,0,0,0,6,1,0,0,1,1
"596","Portugal","Defensa","-DC-",185,71,"Luís","Neto",1988-05-25 19:00:00,21,"D(C)","Defender (Center)","Luís Neto",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","Colombia","Mediocampo","-AMC-AML-AMR-",180,79,"James","Rodríguez",1991-07-11 19:00:00,1,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","James Rodríguez",22,1,0,0,0,0,0,1,0,51,35,1,0,2,0,3,0,1,2,2,1,1,0,1,3,0,0,0,2,3,0,9,5,0,0
"402","Honduras","Defensa","-DC-",188,87,"Víctor","Bernárdez",1982-05-23 19:00:00,11,"D(C)","Defender (Center)","Víctor Bernárdez",32,1,0,0,1,0,0,0,0,26,16,3,1,0,3,3,1,1,2,2,1,0,0,0,0,1,0,1,1,0,0,11,4,0,0
"707","Uruguay","Defensa","-DC-",196,85,"Sebastián","Coates",1990-10-06 19:00:00,17,"D(C)","Defender (Center)","Sebastián Coates",23,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258","Ecuador","Mediocampo",NA,174,72,"Juan Carlos","Paredes",1987-07-07 19:00:00,5,"M","Midfielder","Juan Carlos Paredes",26,1,0,0,0,0,0,0,0,19,15,0,1,1,1,0,0,2,0,1,0,1,0,1,2,4,0,0,2,6,3,3,1,0,0
"294","England","Defensa","-DC-DR-",194,90,"Chris","Smalling",1989-11-21 19:00:00,18,"D(CR)","Defender (Center, Right)","Chris Smalling",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"493","Japan","Delantero",NA,182,73,"Yuya","Osako",1990-05-17 19:00:00,10,"FW","Forward","Yuya Osako",24,1,0,1,0,0,0,0,0,14,11,1,4,2,0,3,0,1,1,3,1,0,0,0,1,2,1,1,1,0,0,0,0,0,0
"202","Colombia","Delantero","-FW-",181,76,"Carlos","Bacca",1986-09-07 19:00:00,18,"FW","Forward","Carlos Bacca",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"643","South Korea","Arquero",NA,187,76,"Seung-Gyu","Kim",1990-09-29 19:00:00,22,"GK","Goalkeeper","Kim Seung-Gyu",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416","Iran","Arquero",NA,193,84,"Alireza","Haghighi",1988-05-01 19:00:00,2,"GK","Goalkeeper","Alireza Haghighi",26,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"427","Iran","Mediocampo",NA,174,61,"Khosro","Heydari",1983-09-13 19:00:00,13,"M","Midfielder","Khosro Heydari",30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"433","Iran","Mediocampo",NA,189,78,"Hashem","Beikzadeh",1984-01-21 19:00:00,19,"M","Midfielder","Hashem Beikzadeh",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422","Iran","Mediocampo",NA,186,78,"Pejman","Montazeri",1983-09-05 19:00:00,8,"M","Midfielder","Pejman Montazeri",30,1,0,0,0,0,0,0,0,7,6,0,1,1,0,0,0,4,1,0,0,1,0,2,0,0,0,-1,0,2,2,0,0,0,0
"624","South Korea","Delantero",NA,196,93,"Shin-Wook","Kim",1988-04-13 19:00:00,3,"FW","Forward","Kim Shin-Wook",26,0,1,0,0,0,0,0,0,15,7,12,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"719","USA","Delantero","-AMC-AML-AMR-",178,73,"Graham","Zusi",1986-08-17 19:00:00,6,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Graham Zusi",27,1,0,1,0,0,0,0,1,36,31,1,2,3,2,1,1,2,1,0,0,0,0,3,1,1,0,0,0,7,0,1,1,0,0
"718","USA","Defensa","-DC-",183,78,"Matt","Besler",1987-02-10 19:00:00,5,"D(C)","Defender (Center)","Matt Besler",27,1,0,0,0,0,0,0,0,47,44,1,1,1,5,1,2,12,0,0,0,2,0,0,1,2,0,0,0,0,0,5,5,0,0
"729","USA","Defensa","-DC-",196,94,"Omar","González",1988-10-10 19:00:00,16,"D(C)","Defender (Center)","Omar González",25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","Belgium","Mediocampo","-AMC-AML-AMR-",181,76,"Kevin","De Bruyne",1991-06-27 19:00:00,6,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Kevin De Bruyne",22,1,0,0,0,0,0,0,0,33,27,1,1,4,0,1,0,0,0,0,0,0,0,2,2,0,1,1,1,3,1,6,6,0,0
"726","USA","Mediocampo","-AMC-AMR-",182,73,"Alejandro","Bedoya",1987-04-28 19:00:00,13,"AM(CR)","Attacking Midfielder (Center, Right)","Alejandro Bedoya",27,1,0,1,0,0,0,0,0,32,29,2,1,0,1,1,0,0,4,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0
"81","Belgium","Arquero","-GK-",198,83,"Thibaut","Courtois",1992-05-10 19:00:00,12,"GK","Goalkeeper","Thibaut Courtois",22,1,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,8,0,0
"677","Switzerland","Delantero","-FW-",185,69,"Haris","Seferovic",1992-02-21 19:00:00,10,"FW","Forward","Haris Seferovic",22,1,0,1,0,0,0,0,0,19,15,1,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
